"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","portuguese","kreyol"
"","2349","audio-keyboard-response","200","254554","0.0-1.0-1.99","../audio/teste-vocab--08.mp3","s","vaca","vach"
"","null","html-keyboard-response","201","255055","0.0-1.0-0.100","+","null","",""
"","1979","audio-keyboard-response","202","257159","0.0-1.0-1.100","../audio/teste-vocab--126.mp3","s","ambulante","promennen"
"","null","html-keyboard-response","203","257661","0.0-1.0-0.101","+","null","",""
"","2109","audio-keyboard-response","204","259895","0.0-1.0-1.101","../audio/teste-vocab--32.mp3","s","descascar","dekale"
"","null","html-keyboard-response","205","260397","0.0-1.0-0.102","+","null","",""
"","2051","audio-keyboard-response","206","262582","0.0-1.0-1.102","../audio/teste-vocab--05.mp3","s","limpar","netwaye"
"","null","html-keyboard-response","207","263084","0.0-1.0-0.103","+","null","",""
"","1829","audio-keyboard-response","208","265047","0.0-1.0-1.103","../audio/teste-vocab--84.mp3","s","confiar","konfye"
"","null","html-keyboard-response","209","265549","0.0-1.0-0.104","+","null","",""
"","2160","audio-keyboard-response","210","267981","0.0-1.0-1.104","../audio/teste-vocab--44.mp3","s","premiar","rekonpanse"
"","null","html-keyboard-response","211","268482","0.0-1.0-0.105","+","null","",""
"","1579","audio-keyboard-response","212","270203","0.0-1.0-1.105","../audio/teste-vocab--97.mp3","s","frágil","frajil"
"","null","html-keyboard-response","213","270704","0.0-1.0-0.106","+","null","",""
"","1760","audio-keyboard-response","214","272603","0.0-1.0-1.106","../audio/teste-vocab--70.mp3","s","funil","antónwa"
"","null","html-keyboard-response","215","273105","0.0-1.0-0.107","+","null","",""
"","1581","audio-keyboard-response","216","274828","0.0-1.0-1.107","../audio/teste-vocab--130.mp3","s","gentil","dou"
"","null","html-keyboard-response","217","275329","0.0-1.0-0.108","+","null","",""
"","1469","audio-keyboard-response","218","276926","0.0-1.0-1.108","../audio/teste-vocab--42.mp3","s","isolamento","izòlman"
"","null","html-keyboard-response","219","277427","0.0-1.0-0.109","+","null","",""
"","1549","audio-keyboard-response","220","279126","0.0-1.0-1.109","../audio/teste-vocab--71.mp3","s","caule","tij"
"","null","html-keyboard-response","221","279628","0.0-1.0-0.110","+","null","",""
"","1752","audio-keyboard-response","222","281505","0.0-1.0-1.110","../audio/teste-vocab--67.mp3","s","corrimão","ranp"
"","null","html-keyboard-response","223","282006","0.0-1.0-0.111","+","null","",""
"","1371","audio-keyboard-response","224","283530","0.0-1.0-1.111","../audio/teste-vocab--16.mp3","s","pescoço","kou"
"","null","html-keyboard-response","225","284032","0.0-1.0-0.112","+","null","",""
"","1832","audio-keyboard-response","226","285945","0.0-1.0-1.112","../audio/teste-vocab--24.mp3","s","acidente","aksidan"
"","null","html-keyboard-response","227","286447","0.0-1.0-0.113","+","null","",""
"","1960","audio-keyboard-response","228","288562","0.0-1.0-1.113","../audio/teste-vocab--125.mp3","s","lamaçal","labou"
"","null","html-keyboard-response","229","289064","0.0-1.0-0.114","+","null","",""
"","2349","audio-keyboard-response","230","291577","0.0-1.0-1.114","../audio/teste-vocab--115.mp3","s","perpendicular","pèpandikilè"
"","null","html-keyboard-response","231","292078","0.0-1.0-0.115","+","null","",""
"","1552","audio-keyboard-response","232","293753","0.0-1.0-1.115","../audio/teste-vocab--28.mp3","s","águia","èg"
"","null","html-keyboard-response","233","294255","0.0-1.0-0.116","+","null","",""
"","1640","audio-keyboard-response","234","296024","0.0-1.0-1.116","../audio/teste-vocab--11.mp3","s","joelho","jenou"
"","null","html-keyboard-response","235","296525","0.0-1.0-0.117","+","null","",""
"","1651","audio-keyboard-response","236","298306","0.0-1.0-1.117","../audio/teste-vocab--40.mp3","s","bebida","bwason"
"","null","html-keyboard-response","237","298807","0.0-1.0-0.118","+","null","",""
"","1608","audio-keyboard-response","238","300557","0.0-1.0-1.118","../audio/teste-vocab--29.mp3","s","rasgar","chire"
"","null","html-keyboard-response","239","301058","0.0-1.0-0.119","+","null","",""
"","2859","audio-keyboard-response","240","304089","0.0-1.0-1.119","../audio/teste-vocab--118.mp3","s","paralelogramo","paralelogram"
"","null","html-keyboard-response","241","304590","0.0-1.0-0.120","+","null","",""
"","2520","audio-keyboard-response","242","307277","0.0-1.0-1.120","../audio/teste-vocab--66.mp3","s","cooperação","koperasyon"
"","null","html-keyboard-response","243","307778","0.0-1.0-0.121","+","null","",""
"","1920","audio-keyboard-response","244","309876","0.0-1.0-1.121","../audio/teste-vocab--116.mp3","s","vestuário","vestyè"
"","null","html-keyboard-response","245","310377","0.0-1.0-0.122","+","null","",""
"","2208","audio-keyboard-response","246","312803","0.0-1.0-1.122","../audio/teste-vocab--65.mp3","s","discussão","diskisyon"
"","null","html-keyboard-response","247","313304","0.0-1.0-0.123","+","null","",""
"","1800","audio-keyboard-response","248","315249","0.0-1.0-1.123","../audio/teste-vocab--68.mp3","s","surpreendido","sezi"
"","null","html-keyboard-response","249","315750","0.0-1.0-0.124","+","null","",""
"","1661","audio-keyboard-response","250","317535","0.0-1.0-1.124","../audio/teste-vocab--57.mp3","s","raiz","rasin"
"","null","html-keyboard-response","251","318036","0.0-1.0-0.125","+","null","",""
"","1661","audio-keyboard-response","252","319832","0.0-1.0-1.125","../audio/teste-vocab--31.mp3","s","vazio","vid"
"","null","html-keyboard-response","253","320333","0.0-1.0-0.126","+","null","",""
"","1760","audio-keyboard-response","254","322223","0.0-1.0-1.126","../audio/teste-vocab--01.mp3","s","boneca","pope"
"","null","html-keyboard-response","255","322724","0.0-1.0-0.127","+","null","",""
"","2000","audio-keyboard-response","256","324870","0.0-1.0-1.127","../audio/teste-vocab--100.mp3","s","consumir","konsome"
"","null","html-keyboard-response","257","325371","0.0-1.0-0.128","+","null","",""
"","2048","audio-keyboard-response","258","327562","0.0-1.0-1.128","../audio/teste-vocab--51.mp3","s","recolher","kolekte"
"","null","html-keyboard-response","259","328063","0.0-1.0-0.129","+","null","",""
"","2171","audio-keyboard-response","260","330365","0.0-1.0-1.129","../audio/teste-vocab--69.mp3","s","pingar","degoute"
