"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","class","status","answer","correct","trial","letters"
"","null","html-keyboard-response","214","504678","0.0-3.0-0.99","+","null","","","","","",""
"","2107","html-keyboard-response","215","506786","0.0-3.0-1.99","irratinte","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","216","507287","0.0-3.0-0.100","+","null","","","","","",""
"","2554","html-keyboard-response","217","509841","0.0-3.0-1.100","lagras","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","218","510342","0.0-3.0-0.101","+","null","","","","","",""
"","2379","html-keyboard-response","219","512721","0.0-3.0-1.101","planalto","s","n","cog","word","S","exp","8"
"","null","html-keyboard-response","220","513224","0.0-3.0-0.102","+","null","","","","","",""
"","1785","html-keyboard-response","221","515009","0.0-3.0-1.102","reduzir","n","v","cog","word","S","exp","7"
"","null","html-keyboard-response","222","515511","0.0-3.0-0.103","+","null","","","","","",""
"","1257","html-keyboard-response","223","516769","0.0-3.0-1.103","instruído","s","a","noncog","word","S","exp","9"
"","null","html-keyboard-response","224","517270","0.0-3.0-0.104","+","null","","","","","",""
"","891","html-keyboard-response","225","518161","0.0-3.0-1.104","frotes","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","226","518663","0.0-3.0-0.105","+","null","","","","","",""
"","4170","html-keyboard-response","227","522833","0.0-3.0-1.105","protas","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","228","523334","0.0-3.0-0.106","+","null","","","","","",""
"","1034","html-keyboard-response","229","524369","0.0-3.0-1.106","lorfaz","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","230","524871","0.0-3.0-0.107","+","null","","","","","",""
"","1642","html-keyboard-response","231","526513","0.0-3.0-1.107","usnado","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","232","527014","0.0-3.0-0.108","+","null","","","","","",""
"","4266","html-keyboard-response","233","531281","0.0-3.0-1.108","grave","n","a","cog","word","S","exp","5"
"","null","html-keyboard-response","234","531783","0.0-3.0-0.109","+","null","","","","","",""
"","2298","html-keyboard-response","235","534081","0.0-3.0-1.109","grátis","s","a","cog","word","S","exp","6"
"","null","html-keyboard-response","236","534583","0.0-3.0-0.110","+","null","","","","","",""
"","7978","html-keyboard-response","237","542561","0.0-3.0-1.110","dobradiça","n","n","noncog","word","S","exp","9"
"","null","html-keyboard-response","238","543062","0.0-3.0-0.111","+","null","","","","","",""
"","5195","html-keyboard-response","239","548257","0.0-3.0-1.111","boreta","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","240","548759","0.0-3.0-0.112","+","null","","","","","",""
"","3306","html-keyboard-response","241","552065","0.0-3.0-1.112","senareta","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","242","552567","0.0-3.0-0.113","+","null","","","","","",""
"","1802","html-keyboard-response","243","554369","0.0-3.0-1.113","oper","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","244","554871","0.0-3.0-0.114","+","null","","","","","",""
"","1882","html-keyboard-response","245","556753","0.0-3.0-1.114","cerca","n","n","noncog","word","S","exp","5"
"","null","html-keyboard-response","246","557256","0.0-3.0-0.115","+","null","","","","","",""
"","3097","html-keyboard-response","247","560353","0.0-3.0-1.115","salpicado","n","a","noncog","word","S","exp","9"
"","null","html-keyboard-response","248","560854","0.0-3.0-0.116","+","null","","","","","",""
"","1387","html-keyboard-response","249","562241","0.0-3.0-1.116","suipestar","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","250","562743","0.0-3.0-0.117","+","null","","","","","",""
"","2122","html-keyboard-response","251","564865","0.0-3.0-1.117","manfa","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","252","565367","0.0-3.0-0.118","+","null","","","","","",""
"","2682","html-keyboard-response","253","568049","0.0-3.0-1.118","cascata","n","n","noncog","word","S","exp","7"
"","null","html-keyboard-response","254","568550","0.0-3.0-0.119","+","null","","","","","",""
"","811","html-keyboard-response","255","569361","0.0-3.0-1.119","tinta","n","n","cog","word","S","exp","5"
"","null","html-keyboard-response","256","569863","0.0-3.0-0.120","+","null","","","","","",""
